area,amount_spent,tenure,qualification,cluster,cluster_label
West London,99637.05768961745,10.665413700109067,PhD,2,High Income
East London,97504.52305253153,5.619366078030705,High School,2,High Income
Central London,65382.24294834675,15.150263900968522,Bachelor,2,High Income
North London,20754.70264198537,4.1964950030613455,Bachelor,1,Middle Income
Central London,68342.59600069784,4.60876012955938,PhD,1,Middle Income
West London,8147.642488938409,9.753531255617235,Bachelor,0,Low Income
Central London,4034.5977183748005,6.439317380126877,High School,1,Middle Income
East London,26510.605962610156,5.70179664342978,PhD,1,Middle Income
South London,46799.67271719231,13.2595152465133,High School,0,Low Income
East London,86958.97803542967,13.368463159152345,PhD,2,High Income
West London,72989.7379068645,16.665824326198653,Masters,2,High Income
North London,74527.94559879812,8.936462772486541,Bachelor,2,High Income
Central London,43123.84011035946,2.3886167294968548,PhD,1,Middle Income
North London,35247.56426214933,6.199661313507696,Masters,1,Middle Income
West London,37732.837535475664,19.62010380073952,High School,0,Low Income
Central London,98777.30680986973,12.328912929421339,Masters,2,High Income
East London,4970.809949835766,14.485004611219384,High School,0,Low Income
East London,86836.11811612241,1.1397987628828763,PhD,1,Middle Income
West London,58288.86544866695,10.845908911467896,PhD,2,High Income
Central London,44422.926499769455,1.7130444931042592,Bachelor,1,Middle Income
East London,72800.50838109851,11.815374029737512,Bachelor,2,High Income
West London,49180.225201045585,18.494646143085433,PhD,0,Low Income
West London,87468.9005700844,19.39996347950775,High School,2,High Income
North London,90169.4845371146,11.270500832389558,High School,2,High Income
East London,42750.37176047209,9.705891299792103,PhD,1,Middle Income
Central London,28405.951926270107,18.955324790721384,High School,0,Low Income
East London,59642.68253074286,13.798586807937207,PhD,2,High Income
East London,91323.9712160524,2.23308631122978,Bachelor,1,Middle Income
East London,21855.556711560992,9.848785975682453,High School,0,Low Income
West London,62673.6917727848,5.564655350821774,Bachelor,1,Middle Income
South London,63524.46178915953,9.92628210752495,Masters,2,High Income
South London,73578.18921911281,9.653845868120873,Bachelor,2,High Income
North London,14025.200827598721,12.060751253480099,Masters,0,Low Income
East London,71866.67150352677,7.778639316635774,Bachelor,2,High Income
South London,90994.21954589846,4.121138539662633,Bachelor,1,Middle Income
North London,18788.627778153954,10.570669257209168,High School,0,Low Income
West London,24516.789167463885,16.77385480256948,Bachelor,0,Low Income
East London,97168.11431012231,13.616232333284444,PhD,2,High Income
Central London,18916.718318239487,7.428989452579101,High School,1,Middle Income
West London,85584.12424358833,18.774937432418287,High School,2,High Income
North London,49735.50778835545,18.33194385373446,High School,0,Low Income
West London,25475.876365914526,4.977619588297877,Bachelor,1,Middle Income
Central London,87204.24022597863,1.7489341172868964,High School,1,Middle Income
West London,45085.22024526388,15.084865458664483,Masters,0,Low Income
North London,51966.91803903933,16.724594965633912,Masters,0,Low Income
Central London,36564.1035705768,19.38942675307575,Bachelor,0,Low Income
Central London,59702.13429205782,17.906891487677903,High School,2,High Income
West London,17188.863385917255,12.410160595921882,PhD,0,Low Income
Central London,39717.07212852431,11.070994445035236,PhD,0,Low Income
West London,96971.81991119347,1.5289799739891397,Masters,1,Middle Income
East London,26555.209837411625,5.686472490050779,Bachelor,1,Middle Income
Central London,66016.92978958793,9.732680282925601,Bachelor,2,High Income
West London,33193.81635824479,12.941574101587788,Bachelor,0,Low Income
East London,77573.83944297346,11.587784833049803,Bachelor,2,High Income
Central London,13956.492411116633,15.11008380395212,Bachelor,0,Low Income
East London,97012.28346277593,6.315571686853776,High School,2,High Income
Central London,45925.164596980285,11.734099545396992,High School,0,Low Income
North London,24368.995871299932,2.6747026244250502,High School,1,Middle Income
North London,8276.177985671253,8.859644948080932,PhD,0,Low Income
West London,17806.032603666532,15.25305582613742,High School,0,Low Income
South London,52457.62090704575,14.174616215151836,Bachelor,2,High Income
North London,34363.314466697346,19.8222120062714,Bachelor,0,Low Income
South London,83059.45322237833,6.279931393767364,PhD,2,High Income
East London,43657.864842518786,10.465596684305604,PhD,0,Low Income
East London,25622.71298617536,7.261077861705938,Masters,1,Middle Income
South London,62097.35367379898,9.37145916712432,PhD,2,High Income
West London,70970.94447165914,17.282052467518373,Masters,2,High Income
Central London,17537.148882194037,13.999972428581245,High School,0,Low Income
South London,17594.30241254345,17.766382635604053,Bachelor,0,Low Income
South London,4630.471266420755,4.866711058305842,Masters,1,Middle Income
South London,73903.79949149842,17.593861238987323,Masters,2,High Income
South London,66716.6482345587,2.135483209389304,Masters,1,Middle Income
South London,47988.456699231574,17.883386328305896,PhD,0,Low Income
West London,84572.87444795051,7.25240180975383,PhD,2,High Income
North London,80761.34514205526,6.977165034867263,PhD,2,High Income
Central London,58950.082075278464,10.729682957274614,Masters,2,High Income
North London,86958.8567708126,18.873113566741402,High School,2,High Income
South London,21378.279793640057,1.907845928946702,Bachelor,1,Middle Income
North London,12080.04232037506,7.6923885263441605,PhD,0,Low Income
West London,27705.211540181972,17.27486778498338,High School,0,Low Income
East London,6651.59875284217,8.525035071273868,PhD,0,Low Income
North London,53585.78327210217,4.783981054344273,PhD,1,Middle Income
Central London,93723.96353720118,9.071089445296824,Masters,2,High Income
West London,4895.010526182456,8.325497528341717,Masters,0,Low Income
East London,13088.881486992654,18.392907827867365,PhD,0,Low Income
West London,45767.703800060095,15.476753139118845,Bachelor,0,Low Income
South London,93453.62673526259,10.597195559136122,PhD,2,High Income
East London,32299.4543926983,19.77904076770985,Bachelor,0,Low Income
Central London,51216.24606015085,9.840273094242542,High School,1,Middle Income
East London,5115.713045988818,2.106518785585229,PhD,1,Middle Income
Central London,15685.976895246797,5.983212114484713,Bachelor,1,Middle Income
South London,98676.38217292585,9.28533912416694,High School,2,High Income
Central London,96546.7509471685,3.981149858776282,High School,1,Middle Income
West London,1489.0581125065519,19.003737400156815,Masters,0,Low Income
North London,95229.36675690066,15.570129058537688,High School,2,High Income
West London,64272.87384373454,6.0974568081276805,Masters,1,Middle Income
West London,86923.91115748219,12.2252861368404,High School,2,High Income
East London,46019.24570775205,14.707533985081868,High School,0,Low Income
South London,52044.00682934577,18.884299649229163,Bachelor,0,Low Income
North London,49395.8114454351,17.751071634332803,Bachelor,0,Low Income
Central London,67019.56149706434,10.78865229662606,Masters,2,High Income
East London,14825.474220874978,15.718399776067335,PhD,0,Low Income
South London,3967.3853973951173,11.680750322724116,Bachelor,0,Low Income
North London,31485.0642175279,11.501373910865262,High School,0,Low Income
West London,70763.39551092802,3.180097208425646,Masters,1,Middle Income
South London,20983.491760171888,3.396615502306889,Masters,1,Middle Income
South London,67669.81089916681,11.061138685426691,Masters,2,High Income
South London,97021.29256461977,6.108369354601125,High School,2,High Income
West London,10296.17086315242,1.399701146748904,Bachelor,1,Middle Income
Central London,67587.6097042875,14.733944874104033,PhD,2,High Income
East London,44931.27171115254,1.6172453371131343,Masters,1,Middle Income
Central London,86946.08318337303,12.310259980977037,High School,2,High Income
North London,18537.829155291205,11.244682088418973,Bachelor,0,Low Income
East London,69569.96927039028,19.407479120978284,Bachelor,2,High Income
North London,83973.41367516291,10.20004964760519,PhD,2,High Income
West London,94516.8077279283,2.20842729117815,Masters,1,Middle Income
Central London,68641.55480067493,11.482071388322773,High School,2,High Income
South London,50220.3016368343,16.980827241705928,Bachelor,0,Low Income
East London,62166.87677992017,19.94013640134736,High School,2,High Income
South London,87021.5934633931,9.176520300092378,Bachelor,2,High Income
North London,57490.36491724414,7.085676107438108,Masters,1,Middle Income
South London,4008.318909986849,18.22641264208798,Masters,0,Low Income
South London,93163.9208551908,4.633600452446306,PhD,1,Middle Income
West London,69263.14835212455,12.693149385625606,Bachelor,2,High Income
West London,67974.8251919474,8.708574059438007,High School,2,High Income
Central London,22351.840087374,1.7805649341555503,Bachelor,1,Middle Income
North London,66229.66155303306,7.598481011808257,High School,1,Middle Income
West London,39992.57615976169,6.039341927550817,PhD,1,Middle Income
West London,65472.06472710772,14.03573192492625,Bachelor,2,High Income
Central London,11552.71000049108,19.027019456146444,Masters,0,Low Income
East London,66126.68515570057,6.092896560194117,High School,1,Middle Income
Central London,99941.95885129599,16.417852843881953,Masters,2,High Income
South London,5772.991847195047,2.051836521829781,PhD,1,Middle Income
South London,97740.24423791042,11.22429919075645,PhD,2,High Income
West London,41283.88811156419,2.340451210487997,High School,1,Middle Income
West London,87204.59158338865,18.746626831482146,Bachelor,2,High Income
Central London,78456.16292176908,15.560674330590414,Masters,2,High Income
Central London,57134.60983768011,13.501048312887255,Masters,2,High Income
North London,74106.47171588133,16.65403125086862,High School,2,High Income
South London,87973.04056883344,13.302876115833099,High School,2,High Income
Central London,41009.891843452264,19.40994354631153,High School,0,Low Income
East London,33376.28299476063,14.565201009430659,PhD,0,Low Income
North London,67091.7451707949,18.56851358206269,PhD,2,High Income
Central London,80976.7482521846,10.825505948202123,Masters,2,High Income
West London,76466.22834288496,3.2242238466553905,Bachelor,1,Middle Income
Central London,79983.55123700481,11.035376707037326,High School,2,High Income
West London,44122.74816648036,3.4105837331987727,PhD,1,Middle Income
West London,81965.58740132714,12.257376104351696,Bachelor,2,High Income
South London,12900.696481690236,10.167368150025595,High School,0,Low Income
South London,54904.42069812411,12.828932558822853,Bachelor,2,High Income
Central London,1570.1073893140356,1.1908926400418003,High School,1,Middle Income
Central London,33133.99716012676,4.7019693414519175,Bachelor,1,Middle Income
East London,37279.69195226839,10.335278206330488,Masters,0,Low Income
North London,40221.09646931628,19.059567670193562,High School,0,Low Income
North London,69851.25346229636,8.28857176674801,High School,2,High Income
Central London,39467.252025764225,9.063068495019058,Masters,1,Middle Income
South London,45420.66863963054,14.57922569112582,High School,0,Low Income
East London,24516.868956558417,12.472062388436242,High School,0,Low Income
North London,37951.92737130467,6.6795968518683315,PhD,1,Middle Income
Central London,23499.693099051998,8.805511515781127,Masters,0,Low Income
South London,8246.39645307592,5.136296178287417,PhD,1,Middle Income
South London,60741.41074475641,19.35440772347396,Masters,2,High Income
South London,67153.0670569466,3.482053249589835,Bachelor,1,Middle Income
West London,62329.544254951834,8.06489890676197,Masters,1,Middle Income
South London,46885.91033625666,1.4909404721802126,Masters,1,Middle Income
Central London,38598.79223774375,5.2138103467373815,PhD,1,Middle Income
East London,86470.0313076107,15.828951629222944,High School,2,High Income
